Era,Region,LeptonType,miniIso_cut,sip3d_cut,Efficiency,Efficiency_Error,Pass_Events,Total_Events
2023BPix,InnerBarrel,prompt,0.05,2.0,0.8398966485231745,0.0023583775333791686,20306.050494351104,24176.844293945076
2023BPix,InnerBarrel,prompt,0.05,3.0,0.8806634344592876,0.0020849322301669617,21291.6627302931,24176.844293945076
2023BPix,InnerBarrel,prompt,0.05,4.0,0.894959666218694,0.001971877680784723,21637.30049953042,24176.844293945076
2023BPix,InnerBarrel,prompt,0.05,5.0,0.8984778693668136,0.0019423802219085634,21722.35954923698,24176.844293945076
2023BPix,InnerBarrel,prompt,0.05,6.0,0.8999077493243619,0.0019301871344090354,21756.929534329654,24176.844293945076
2023BPix,InnerBarrel,prompt,0.08,2.0,0.8723381100954076,0.002146215124190933,21090.38265945099,24176.844293945076
2023BPix,InnerBarrel,prompt,0.08,3.0,0.9149589103920405,0.0017939709109217007,22120.819111906007,24176.844293945076
2023BPix,InnerBarrel,prompt,0.08,4.0,0.9298105146312704,0.0016429844339582904,22479.884035113166,24176.844293945076
2023BPix,InnerBarrel,prompt,0.08,5.0,0.9334723130477792,0.0016026995902342985,22568.41476526491,24176.844293945076
2023BPix,InnerBarrel,prompt,0.08,6.0,0.9349542585449054,0.0015860059401411233,22604.243530801046,24176.844293945076
2023BPix,InnerBarrel,prompt,0.09,2.0,0.8787695120072806,0.002099150663081049,21245.873662066122,24176.844293945076
2023BPix,InnerBarrel,prompt,0.09,3.0,0.9217109714560621,0.0017276192074905377,22284.062640914068,24176.844293945076
2023BPix,InnerBarrel,prompt,0.09,4.0,0.9366641287535706,0.0015664517130724248,22645.5827965988,24176.844293945076
2023BPix,InnerBarrel,prompt,0.09,5.0,0.9403522945301671,0.0015231488905563105,22734.75100630983,24176.844293945076
2023BPix,InnerBarrel,prompt,0.09,6.0,0.9418481888568913,0.0015051239604261769,22770.917010527235,24176.844293945076
2023BPix,InnerBarrel,prompt,0.1,2.0,0.8839815601348028,0.002059611493193137,21371.884538097773,24176.844293945076
2023BPix,InnerBarrel,prompt,0.1,3.0,0.9272403823892519,0.0016704810983422806,22417.746348083034,24176.844293945076
2023BPix,InnerBarrel,prompt,0.1,4.0,0.9423112746510973,0.0014994875303844556,22782.112963668493,24176.844293945076
2023BPix,InnerBarrel,prompt,0.1,5.0,0.9460217984588659,0.0014533157171173026,22871.82172001789,24176.844293945076
2023BPix,InnerBarrel,prompt,0.1,6.0,0.9475263480233395,0.0014340572392148537,22908.19698057069,24176.844293945076
2023BPix,InnerBarrel,prompt,0.11,2.0,0.8882860174099363,0.0020259577001329,21475.952731408615,24176.844293945076
2023BPix,InnerBarrel,prompt,0.11,3.0,0.9317928089509961,0.0016213431936342837,22527.809656225945,24176.844293945076
2023BPix,InnerBarrel,prompt,0.11,4.0,0.9469350759426697,0.0014416640494418673,22893.901887540982,24176.844293945076
2023BPix,InnerBarrel,prompt,0.11,5.0,0.9506636748622507,0.0013928265665783092,22984.047643054262,24176.844293945076
2023BPix,InnerBarrel,prompt,0.11,6.0,0.9521843924179226,0.0013722889358090092,23020.81379461281,24176.844293945076
2023BPix,InnerBarrel,prompt,0.12,2.0,0.8920219298056419,0.001995977951823498,21566.27530369541,24176.844293945076
2023BPix,InnerBarrel,prompt,0.12,3.0,0.93574249138818,0.0015770312898910012,22623.30051352027,24176.844293945076
2023BPix,InnerBarrel,prompt,0.12,4.0,0.950929649434619,0.0013892613958177114,22990.47806887656,24176.844293945076
2023BPix,InnerBarrel,prompt,0.12,5.0,0.9546706869569379,0.0013378781343116254,23080.92455055147,24176.844293945076
2023BPix,InnerBarrel,prompt,0.12,6.0,0.9561982718986752,0.0013161936553436682,23117.85673383363,24176.844293945076
2023BPix,InnerBarrel,conv,0.05,2.0,0.5751737189402134,0.18798226233388296,3.977184145944193,6.914752908516675
2023BPix,InnerBarrel,conv,0.05,3.0,0.6128024680759899,0.18524146637982364,4.237377648474649,6.914752908516675
2023BPix,InnerBarrel,conv,0.05,4.0,0.6528584617529487,0.18103997361853152,4.514354947255924,6.914752908516675
2023BPix,InnerBarrel,conv,0.05,5.0,0.6528584617529487,0.18103997361853152,4.514354947255924,6.914752908516675
2023BPix,InnerBarrel,conv,0.05,6.0,0.6567169811077989,0.18056224700995932,4.541035655187443,6.914752908516675
2023BPix,InnerBarrel,conv,0.08,2.0,0.637527345790601,0.1828094744420965,4.408344068564475,6.914752908516675
2023BPix,InnerBarrel,conv,0.08,3.0,0.6824439761719949,0.17703345583554722,4.718931469134986,6.914752908516675
2023BPix,InnerBarrel,conv,0.08,4.0,0.7224999698489536,0.17027939604991538,4.995908767916262,6.914752908516675
2023BPix,InnerBarrel,conv,0.08,5.0,0.7224999698489536,0.17027939604991538,4.995908767916262,6.914752908516675
2023BPix,InnerBarrel,conv,0.08,6.0,0.7263584892038039,0.16954233700310486,5.022589475847781,6.914752908516675
2023BPix,InnerBarrel,conv,0.09,2.0,0.64922535788987,0.1814777973630736,4.489232931751758,6.914752908516675
2023BPix,InnerBarrel,conv,0.09,3.0,0.7005250808070385,0.17418218725705806,4.843957839999348,6.914752908516675
2023BPix,InnerBarrel,conv,0.09,4.0,0.7405810744839971,0.1666858753217,5.120935138780624,6.914752908516675
2023BPix,InnerBarrel,conv,0.09,5.0,0.7405810744839971,0.1666858753217,5.120935138780624,6.914752908516675
2023BPix,InnerBarrel,conv,0.09,6.0,0.7444395938388474,0.1658720391752052,5.147615846712142,6.914752908516675
2023BPix,InnerBarrel,conv,0.1,2.0,0.6564618999454398,0.1805942358708086,4.5392718319781125,6.914752908516675
2023BPix,InnerBarrel,conv,0.1,3.0,0.7192738837474973,0.17088353586598284,4.973601179663092,6.914752908516675
2023BPix,InnerBarrel,conv,0.1,4.0,0.759329877424456,0.16256909982405154,5.250578478444368,6.914752908516675
2023BPix,InnerBarrel,conv,0.1,5.0,0.759329877424456,0.16256909982405154,5.250578478444368,6.914752908516675
2023BPix,InnerBarrel,conv,0.1,6.0,0.7631883967793063,0.1616698500922657,5.277259186375886,6.914752908516675
2023BPix,InnerBarrel,conv,0.11,2.0,0.6779603460545301,0.17769225105637576,4.687928274739534,6.914752908516675
2023BPix,InnerBarrel,conv,0.11,3.0,0.7407723298565876,0.16664593383129417,5.122257622424513,6.914752908516675
2023BPix,InnerBarrel,conv,0.11,4.0,0.7808283235335464,0.15731917533525155,5.399234921205789,6.914752908516675
2023BPix,InnerBarrel,conv,0.11,5.0,0.7808283235335464,0.15731917533525155,5.399234921205789,6.914752908516675
2023BPix,InnerBarrel,conv,0.11,6.0,0.7846868428883965,0.15631301395321848,5.425915629137307,6.914752908516675
2023BPix,InnerBarrel,conv,0.12,2.0,0.6794650053792727,0.177473265195212,4.698332622181624,6.914752908516675
2023BPix,InnerBarrel,conv,0.12,3.0,0.7422769891813302,0.16633025910983537,5.132661969866604,6.914752908516675
2023BPix,InnerBarrel,conv,0.12,4.0,0.7823329828582889,0.15692921425732437,5.409639268647879,6.914752908516675
2023BPix,InnerBarrel,conv,0.12,5.0,0.7823329828582889,0.15692921425732437,5.409639268647879,6.914752908516675
2023BPix,InnerBarrel,conv,0.12,6.0,0.7861915022131392,0.15591515145304735,5.436319976579398,6.914752908516675
2023BPix,InnerBarrel,fromTau,0.05,2.0,0.44134557489778437,0.009437045923761067,1221.8802899574512,2768.5341361821484
2023BPix,InnerBarrel,fromTau,0.05,3.0,0.5289083737425777,0.009486761280573247,1464.3008876189124,2768.5341361821484
2023BPix,InnerBarrel,fromTau,0.05,4.0,0.6103023065086377,0.009268543273459837,1689.642768959864,2768.5341361821484
2023BPix,InnerBarrel,fromTau,0.05,5.0,0.6676714263067975,0.008952416844499472,1848.4711354837928,2768.5341361821484
2023BPix,InnerBarrel,fromTau,0.05,6.0,0.7076596622277083,0.008644336237547472,1959.1799316765391,2768.5341361821484
2023BPix,InnerBarrel,fromTau,0.08,2.0,0.46758167367031156,0.009482662574049042,1294.5158250094391,2768.5341361821484
2023BPix,InnerBarrel,fromTau,0.08,3.0,0.5612669811849237,0.009431048228202555,1553.8867969223647,2768.5341361821484
2023BPix,InnerBarrel,fromTau,0.08,4.0,0.6485052282297098,0.009073842449355477,1795.4088618465466,2768.5341361821484
2023BPix,InnerBarrel,fromTau,0.08,5.0,0.7096280908053305,0.008627158122682424,1964.629593388323,2768.5341361821484
2023BPix,InnerBarrel,fromTau,0.08,6.0,0.7520104200983616,0.008207364174966456,2081.966518806992,2768.5341361821484
2023BPix,InnerBarrel,fromTau,0.09,2.0,0.4731791295763363,0.009488975709737658,1310.012572761043,2768.5341361821484
2023BPix,InnerBarrel,fromTau,0.09,3.0,0.5683905803605084,0.009413344477077566,1573.60872441245,2768.5341361821484
2023BPix,InnerBarrel,fromTau,0.09,4.0,0.6570093440615674,0.009021982411467483,1818.9527968250914,2768.5341361821484
2023BPix,InnerBarrel,fromTau,0.09,5.0,0.7191041314362795,0.008541686472896215,1990.8643353509542,2768.5341361821484
2023BPix,InnerBarrel,fromTau,0.09,6.0,0.7621224642688413,0.008092154305882752,2109.962058279547,2768.5341361821484
2023BPix,InnerBarrel,fromTau,0.1,2.0,0.4776881978026038,0.009493191330373225,1322.4960820678389,2768.5341361821484
2023BPix,InnerBarrel,fromTau,0.1,3.0,0.5740886644283563,0.009397755544400635,1589.3840646651224,2768.5341361821484
2023BPix,InnerBarrel,fromTau,0.1,4.0,0.6635934017478279,0.008979627904966517,1837.180985284096,2768.5341361821484
2023BPix,InnerBarrel,fromTau,0.1,5.0,0.7264413627812961,0.008472285000291825,2011.1777107946982,2768.5341361821484
2023BPix,InnerBarrel,fromTau,0.1,6.0,0.7699642167469029,0.007998490416200588,2131.6722177025513,2768.5341361821484
2023BPix,InnerBarrel,fromTau,0.11,2.0,0.4816189575549729,0.009496233846225385,1333.3785246234038,2768.5341361821484
2023BPix,InnerBarrel,fromTau,0.11,3.0,0.5789221322685885,0.00938353207104591,1602.765685376944,2768.5341361821484
2023BPix,InnerBarrel,fromTau,0.11,4.0,0.6690689602164105,0.00894291806410686,1852.3402558190282,2768.5341361821484
