Era,Region,LeptonType,miniIso_cut,sip3d_cut,Efficiency,Efficiency_Error,Pass_Events,Total_Events
2016preVFP,InnerBarrel,prompt,0.05,2.0,0.7903816883216247,0.001622959638397925,49715.008690706454,62900.00062662922
2016preVFP,InnerBarrel,prompt,0.05,3.0,0.8999731890186762,0.0011963208515276425,56608.31415322423,62900.00062662922
2016preVFP,InnerBarrel,prompt,0.05,4.0,0.9273837271765826,0.0010347165312585686,58332.43702053279,62900.00062662922
2016preVFP,InnerBarrel,prompt,0.05,5.0,0.9360952353053357,0.0009752171104570951,58880.39088729024,62900.00062662922
2016preVFP,InnerBarrel,prompt,0.05,6.0,0.9398116153955245,0.0009483123860587953,59114.15119729191,62900.00062662922
2016preVFP,InnerBarrel,prompt,0.05,7.0,0.941704394806625,0.0009342215505917127,59233.2070234362,62900.00062662922
2016preVFP,InnerBarrel,prompt,0.05,8.0,0.9427184673742418,0.0009265588258045025,59296.992188574746,62900.00062662922
2016preVFP,InnerBarrel,prompt,0.08,2.0,0.8140405651247169,0.0015513393461973168,51203.1520564463,62900.00062662922
2016preVFP,InnerBarrel,prompt,0.08,3.0,0.9269000110293795,0.0010378862884076645,58302.0112745706,62900.00062662922
2016preVFP,InnerBarrel,prompt,0.08,4.0,0.955086494478107,0.0008258183022332264,60074.94110115804,62900.00062662922
2016preVFP,InnerBarrel,prompt,0.08,5.0,0.9640178854109381,0.0007426096047123598,60636.72559642978,62900.00062662922
2016preVFP,InnerBarrel,prompt,0.08,6.0,0.967806421254225,0.0007038069534391791,60875.02450334653,62900.00062662922
2016preVFP,InnerBarrel,prompt,0.08,7.0,0.9697437486871834,0.0006829843131225955,60996.8824000936,62900.00062662922
2016preVFP,InnerBarrel,prompt,0.08,8.0,0.9707927160471679,0.0006714033689628365,61062.862447693944,62900.00062662922
2016preVFP,InnerBarrel,prompt,0.09,2.0,0.8183177555880552,0.0015374178018858846,51472.18733927049,62900.00062662922
2016preVFP,InnerBarrel,prompt,0.09,3.0,0.9317657645154589,0.001005377622930755,58608.067171894014,62900.00062662922
2016preVFP,InnerBarrel,prompt,0.09,4.0,0.9601067540873631,0.0007803404587128873,60390.71543372609,62900.00062662922
2016preVFP,InnerBarrel,prompt,0.09,5.0,0.969078570766234,0.0006902142953026411,60955.042708449066,62900.00062662922
2016preVFP,InnerBarrel,prompt,0.09,6.0,0.9728969300746476,0.0006474665469844408,61195.217511340976,62900.00062662922
2016preVFP,InnerBarrel,prompt,0.09,7.0,0.974845218841589,0.000624385458112109,61317.764876002446,62900.00062662922
2016preVFP,InnerBarrel,prompt,0.09,8.0,0.9758982812950621,0.000611506331983074,61384.00250498578,62900.00062662922
2016preVFP,InnerBarrel,prompt,0.1,2.0,0.8215780787413209,0.0015265927740615763,51677.26166765392,62900.00062662922
2016preVFP,InnerBarrel,prompt,0.1,3.0,0.9354893272080965,0.000979512266991274,58842.27926759422,62900.00062662922
2016preVFP,InnerBarrel,prompt,0.1,4.0,0.9639099116069166,0.0007436813167580858,60629.93404408917,62900.00062662922
2016preVFP,InnerBarrel,prompt,0.1,5.0,0.9729120046648931,0.0006472914778166809,61196.16570307687,62900.00062662922
2016preVFP,InnerBarrel,prompt,0.1,6.0,0.9767396977048767,0.0006009962635809472,61436.927597690374,62900.00062662922
2016preVFP,InnerBarrel,prompt,0.1,7.0,0.9786942034072498,0.0005757673999390088,61559.86600759439,62900.00062662922
2016preVFP,InnerBarrel,prompt,0.1,8.0,0.9797509477614209,0.000561610050973224,61626.33522813395,62900.00062662922
2016preVFP,InnerBarrel,prompt,0.11,2.0,0.8241804970338035,0.001517816835960376,51840.95377988182,62900.00062662922
2016preVFP,InnerBarrel,prompt,0.11,3.0,0.938445226799818,0.0009583187991697854,59028.20535376575,62900.00062662922
2016preVFP,InnerBarrel,prompt,0.11,4.0,0.966934243167256,0.0007129554270825102,60820.16450112965,62900.00062662922
2016preVFP,InnerBarrel,prompt,0.11,5.0,0.9759589221342526,0.0006107555357395191,61387.816813808866,62900.00062662922
2016preVFP,InnerBarrel,prompt,0.11,6.0,0.9797963275431236,0.0005609933824757688,61629.18961643148,62900.00062662922
2016preVFP,InnerBarrel,prompt,0.11,7.0,0.9817577051664963,0.0005336009199032921,61752.56027017068,62900.00062662922
2016preVFP,InnerBarrel,prompt,0.11,8.0,0.9828184491406522,0.0005181344946535564,61819.28106680978,62900.00062662922
2016preVFP,InnerBarrel,prompt,0.12,2.0,0.8261515714465031,0.0015110885904978855,51964.934361675754,62900.00062662922
2016preVFP,InnerBarrel,prompt,0.12,3.0,0.9406902743882916,0.0009418049300634405,59169.41884848755,62900.00062662922
2016preVFP,InnerBarrel,prompt,0.12,4.0,0.9692321534155848,0.0006885526155307934,60964.70305718947,62900.00062662922
2016preVFP,InnerBarrel,prompt,0.12,5.0,0.9782725055552498,0.0005813121801966662,61533.34121243935,62900.00062662922
2016preVFP,InnerBarrel,prompt,0.12,6.0,0.9821180638369559,0.0005284011993349254,61775.2268307684,62900.00062662922
2016preVFP,InnerBarrel,prompt,0.12,7.0,0.9840839005139056,0.000499009784293295,61898.87795898039,62900.00062662922
2016preVFP,InnerBarrel,prompt,0.12,8.0,0.9851451036242526,0.0004823470091744116,61965.62763528619,62900.00062662922
2016preVFP,InnerBarrel,prompt,0.13,2.0,0.827780076656966,0.0015054760663760927,52067.36734043434,62900.00062662922
2016preVFP,InnerBarrel,prompt,0.13,3.0,0.9425161522155489,0.0009280940560768412,59284.26656496618,62900.00062662922
2016preVFP,InnerBarrel,prompt,0.13,4.0,0.9711058216928468,0.0006679025909716068,61082.55679300334,62900.00062662922
2016preVFP,InnerBarrel,prompt,0.13,5.0,0.9801601691997723,0.0005560222645448509,61652.07525686268,62900.00062662922
2016preVFP,InnerBarrel,prompt,0.13,6.0,0.984007833300113,0.0005001814797417169,61894.09333118517,62900.00062662922
2016preVFP,InnerBarrel,prompt,0.13,7.0,0.9859772742367894,0.00046883966614814633,62017.97116733622,62900.00062662922
2016preVFP,InnerBarrel,prompt,0.13,8.0,0.9870399515512172,0.00045096761303396716,62084.813571079634,62900.00062662922
2016preVFP,InnerBarrel,conv,0.05,2.0,0.5320214408842352,0.08977579998087964,16.434846740216017,30.891324065625668
2016preVFP,InnerBarrel,conv,0.05,3.0,0.6406691429976374,0.08632685086916814,19.79111811518669,30.891324065625668
2016preVFP,InnerBarrel,conv,0.05,4.0,0.7079719109960938,0.08180918481150334,21.870189731940627,30.891324065625668
2016preVFP,InnerBarrel,conv,0.05,5.0,0.7343099786943729,0.07947107268414352,22.68380751647055,30.891324065625668
2016preVFP,InnerBarrel,conv,0.05,6.0,0.7525722082437664,0.07763902377142558,23.24795196764171,30.891324065625668
2016preVFP,InnerBarrel,conv,0.05,7.0,0.7624767840459201,0.076568137487805,23.5539174284786,30.891324065625668
2016preVFP,InnerBarrel,conv,0.05,8.0,0.7691709131200167,0.07581208334576597,23.76070793904364,30.891324065625668
2016preVFP,InnerBarrel,conv,0.08,2.0,0.5735276505439723,0.08898244974066843,17.71702851355076,30.891324065625668
2016preVFP,InnerBarrel,conv,0.08,3.0,0.6919991615014358,0.08306354686117466,21.376770351082087,30.891324065625668
2016preVFP,InnerBarrel,conv,0.08,4.0,0.7662966286795324,0.07613996702999001,23.671917486935854,30.891324065625668
2016preVFP,InnerBarrel,conv,0.08,5.0,0.793923295517178,0.07277554412664045,24.52534180507064,30.891324065625668
2016preVFP,InnerBarrel,conv,0.08,6.0,0.8157049567278613,0.06975978225371711,25.198206160217524,30.891324065625668
2016preVFP,InnerBarrel,conv,0.08,7.0,0.825609532530015,0.0682700873535553,25.50417162105441,30.891324065625668
2016preVFP,InnerBarrel,conv,0.08,8.0,0.8323036616041115,0.06721782116499533,25.710962131619453,30.891324065625668
2016preVFP,InnerBarrel,conv,0.09,2.0,0.5891009856601329,0.0885205620383816,18.198109455406666,30.891324065625668
2016preVFP,InnerBarrel,conv,0.09,3.0,0.7089269255321577,0.08173037481329583,21.89969139546156,30.891324065625668
2016preVFP,InnerBarrel,conv,0.09,4.0,0.7850376608812857,0.07391084607750206,24.250852786004543,30.891324065625668
2016preVFP,InnerBarrel,conv,0.09,5.0,0.8126643277189314,0.07020169176740365,25.104277104139328,30.891324065625668
2016preVFP,InnerBarrel,conv,0.09,6.0,0.8344459889296146,0.06687298476738736,25.777141459286213,30.891324065625668
2016preVFP,InnerBarrel,conv,0.09,7.0,0.8443505647317684,0.06522542416379046,26.0831069201231,30.891324065625668
2016preVFP,InnerBarrel,conv,0.09,8.0,0.8510446938058649,0.06405984915839942,26.289897430688143,30.891324065625668
2016preVFP,InnerBarrel,conv,0.1,2.0,0.6028184866265703,0.08803787120594153,18.62186122313142,30.891324065625668
2016preVFP,InnerBarrel,conv,0.1,3.0,0.7279000902919326,0.08007221156598858,22.485797576606274,30.891324065625668
2016preVFP,InnerBarrel,conv,0.1,4.0,0.8040108256410606,0.07142146071184892,24.836958967149258,30.891324065625668
2016preVFP,InnerBarrel,conv,0.1,5.0,0.8316374924787062,0.067324240242241,25.690383285284042,30.891324065625668
2016preVFP,InnerBarrel,conv,0.1,6.0,0.8534191536893895,0.06363580517489288,26.363247640430927,30.891324065625668
2016preVFP,InnerBarrel,conv,0.1,7.0,0.8633237294915432,0.06180379412864317,26.669213101267815,30.891324065625668
2016preVFP,InnerBarrel,conv,0.1,8.0,0.8700178585656398,0.060504498523268606,26.876003611832857,30.891324065625668
2016preVFP,InnerBarrel,conv,0.11,2.0,0.6113468179239946,0.08770143110339047,18.885312668979168,30.891324065625668
2016preVFP,InnerBarrel,conv,0.11,3.0,0.7364284215893568,0.07926770739576884,22.749249022454023,30.891324065625668
2016preVFP,InnerBarrel,conv,0.11,4.0,0.8125391569384848,0.07021973251177725,25.100410412997007,30.891324065625668
2016preVFP,InnerBarrel,conv,0.11,5.0,0.8401658237761305,0.06593242774085811,25.953834731131792,30.891324065625668
2016preVFP,InnerBarrel,conv,0.11,6.0,0.8619474849868137,0.06206464893099419,26.626699086278677,30.891324065625668
2016preVFP,InnerBarrel,conv,0.11,7.0,0.8718520607889675,0.06013938059260384,26.932664547115564,30.891324065625668
2016preVFP,InnerBarrel,conv,0.11,8.0,0.878546189863064,0.05877188361493198,27.139455057680607,30.891324065625668
2016preVFP,InnerBarrel,conv,0.12,2.0,0.6183677359815037,0.08740327199471755,19.102198123931885,30.891324065625668
2016preVFP,InnerBarrel,conv,0.12,3.0,0.7449154758105211,0.07842911099891099,23.011425364762545,30.891324065625668
2016preVFP,InnerBarrel,conv,0.12,4.0,0.8210262111596491,0.06896916457512242,25.36258675530553,30.891324065625668
2016preVFP,InnerBarrel,conv,0.12,5.0,0.8486528779972947,0.06448131206348938,26.216011073440313,30.891324065625668
2016preVFP,InnerBarrel,conv,0.12,6.0,0.870434539207978,0.0604219056059333,26.8888754285872,30.891324065625668
2016preVFP,InnerBarrel,conv,0.12,7.0,0.8803391150101317,0.05839596544221181,27.194840889424086,30.891324065625668
2016preVFP,InnerBarrel,conv,0.12,8.0,0.8870332440842282,0.056954365132715914,27.401631399989128,30.891324065625668
2016preVFP,InnerBarrel,conv,0.13,2.0,0.6250371131363421,0.08710213154075999,19.308224014937878,30.891324065625668
2016preVFP,InnerBarrel,conv,0.13,3.0,0.7515848529653595,0.07774272950443528,23.217451255768538,30.891324065625668
2016preVFP,InnerBarrel,conv,0.13,4.0,0.8276955883144874,0.0679462131367239,25.56861264631152,30.891324065625668
2016preVFP,InnerBarrel,conv,0.13,5.0,0.8553222551521331,0.06329180622261078,26.422036964446306,30.891324065625668
2016preVFP,InnerBarrel,conv,0.13,6.0,0.8771039163628164,0.05907126686840257,27.09490131959319,30.891324065625668
2016preVFP,InnerBarrel,conv,0.13,7.0,0.8870084921649701,0.05695980964480267,27.40086678043008,30.891324065625668
2016preVFP,InnerBarrel,conv,0.13,8.0,0.8937026212390666,0.055454849593694934,27.60765729099512,30.891324065625668
2016preVFP,InnerBarrel,fromTau,0.05,2.0,0.5547431149010309,0.006564642824789778,3179.5984907485545,5731.659222694114
2016preVFP,InnerBarrel,fromTau,0.05,3.0,0.7110347811786768,0.005987258759883154,4075.409061199054,5731.659222694114
2016preVFP,InnerBarrel,fromTau,0.05,4.0,0.7924696249090883,0.005356633921862345,4542.165834315121,5731.659222694114
2016preVFP,InnerBarrel,fromTau,0.05,5.0,0.8383865776515919,0.004862064223657187,4805.346159979701,5731.659222694114
2016preVFP,InnerBarrel,fromTau,0.05,6.0,0.8655365046234132,0.004506140328296012,4960.960289303213,5731.659222694114
2016preVFP,InnerBarrel,fromTau,0.05,7.0,0.8816474262754689,0.004266739659534503,5053.30260197632,5731.659222694114
2016preVFP,InnerBarrel,fromTau,0.05,8.0,0.8922213763261381,0.004096023579204145,5113.908880304545,5731.659222694114
2016preVFP,InnerBarrel,fromTau,0.08,2.0,0.5800683928250138,0.006519115901917438,3324.7543535288423,5731.659222694114
2016preVFP,InnerBarrel,fromTau,0.08,3.0,0.7435473975862444,0.005767899751157587,4261.760298885405,5731.659222694114
2016preVFP,InnerBarrel,fromTau,0.08,4.0,0.8286379823746172,0.004977365358617352,4749.470533952117,5731.659222694114
2016preVFP,InnerBarrel,fromTau,0.08,5.0,0.8765754929271706,0.00434465386532881,5024.232008423656,5731.659222694114
2016preVFP,InnerBarrel,fromTau,0.08,6.0,0.9050656557618532,0.003871787731122757,5187.527912991121,5731.659222694114
2016preVFP,InnerBarrel,fromTau,0.08,7.0,0.9219766353701432,0.0035426815396061044,5284.45588522777,5731.659222694114
2016preVFP,InnerBarrel,fromTau,0.08,8.0,0.933127490379682,0.0032995455057223213,5348.368786184117,5731.659222694114
2016preVFP,InnerBarrel,fromTau,0.09,2.0,0.5848129529258198,0.0065086393704275386,3351.9485551882535,5731.659222694114
2016preVFP,InnerBarrel,fromTau,0.09,3.0,0.7494832831935797,0.0057234665668462505,4295.782772371545,5731.659222694114
2016preVFP,InnerBarrel,fromTau,0.09,4.0,0.8352848451615131,0.004899411302030031,4787.568086346611,5731.659222694114
2016preVFP,InnerBarrel,fromTau,0.09,5.0,0.8835755310024838,0.004236466654567414,5064.353841217235,5731.659222694114
2016preVFP,InnerBarrel,fromTau,0.09,6.0,0.9123124120546513,0.0037359467121485432,5229.063850531355,5731.659222694114
2016preVFP,InnerBarrel,fromTau,0.09,7.0,0.9293907601486635,0.003383683725734855,5326.95112189278,5731.659222694114
2016preVFP,InnerBarrel,fromTau,0.09,8.0,0.9406274742699609,0.003121486142859415,5391.356138018891,5731.659222694114
2016preVFP,InnerBarrel,fromTau,0.1,2.0,0.5883170516258776,0.006500503207515026,3372.0328548196703,5731.659222694114
2016preVFP,InnerBarrel,fromTau,0.1,3.0,0.7539429800036838,0.005689144310420684,4321.344234723598,5731.659222694114
2016preVFP,InnerBarrel,fromTau,0.1,4.0,0.8402663513288232,0.0048391213338809455,4816.120382113382,5731.659222694114
2016preVFP,InnerBarrel,fromTau,0.1,5.0,0.8888273790447031,0.0041520966435893494,5094.455644484609,5731.659222694114
2016preVFP,InnerBarrel,fromTau,0.1,6.0,0.917845007801313,0.003627116238942,5260.774803968146,5731.659222694114
2016preVFP,InnerBarrel,fromTau,0.1,7.0,0.9350189287331095,0.003255842996521618,5359.209866266698,5731.659222694114
2016preVFP,InnerBarrel,fromTau,0.1,8.0,0.9463267956474772,0.002976865068973928,5424.022705955431,5731.659222694114
2016preVFP,InnerBarrel,fromTau,0.11,2.0,0.5912493846036587,0.006493433241139379,3388.8399881757796,5731.659222694114
2016preVFP,InnerBarrel,fromTau,0.11,3.0,0.7577812400608664,0.005658947075095911,4343.3438333794475,5731.659222694114
2016preVFP,InnerBarrel,fromTau,0.11,4.0,0.8445763763684501,0.004785615465335664,4840.823976881802,5731.659222694114
2016preVFP,InnerBarrel,fromTau,0.11,5.0,0.8933879575192645,0.004076458244550295,5120.595326159149,5731.659222694114
2016preVFP,InnerBarrel,fromTau,0.11,6.0,0.922526460013453,0.003531229430000586,5287.60729271546,5731.659222694114
2016preVFP,InnerBarrel,fromTau,0.11,7.0,0.9398277389367425,0.0031411025425992292,5386.772327620536,5731.659222694114
2016preVFP,InnerBarrel,fromTau,0.11,8.0,0.9512152645842431,0.0028453860747999797,5452.041744021699,5731.659222694114
2016preVFP,InnerBarrel,fromTau,0.12,2.0,0.5936555194572829,0.006487453482261765,3402.6311332006007,5731.659222694114
2016preVFP,InnerBarrel,fromTau,0.12,3.0,0.7608262210879827,0.005634551307008374,4360.796626966447,5731.659222694114
2016preVFP,InnerBarrel,fromTau,0.12,4.0,0.848039874361764,0.004741685854576379,4860.675567097962,5731.659222694114
2016preVFP,InnerBarrel,fromTau,0.12,5.0,0.8970622941706564,0.0040138243475403585,5141.655371714383,5731.659222694114
2016preVFP,InnerBarrel,fromTau,0.12,6.0,0.9263699473685909,0.0034496862966389126,5309.636852461845,5731.659222694114
2016preVFP,InnerBarrel,fromTau,0.12,7.0,0.9437348531471982,0.0030437189262987894,5409.1665748190135,5731.659222694114
