Era,Region,LeptonType,miniIso_cut,sip3d_cut,Efficiency,Efficiency_Error,Pass_Events,Total_Events
2022EE,InnerBarrel,prompt,0.05,2.0,0.7803819367445447,0.001287678191573449,80661.77844067337,103361.92400501156
2022EE,InnerBarrel,prompt,0.05,3.0,0.8837984347580365,0.0009967868745637072,91351.10664920835,103361.92400501156
2022EE,InnerBarrel,prompt,0.05,4.0,0.9094242635202247,0.0008927069442931189,93999.84161429107,103361.92400501156
2022EE,InnerBarrel,prompt,0.05,5.0,0.9180605555778667,0.0008531038055227775,94892.50537763815,103361.92400501156
2022EE,InnerBarrel,prompt,0.05,6.0,0.9226892237253356,0.0008307444505453897,95370.93342294125,103361.92400501156
2022EE,InnerBarrel,prompt,0.05,7.0,0.9256651763927664,0.0008159110748821475,95678.53361639474,103361.92400501156
2022EE,InnerBarrel,prompt,0.05,8.0,0.9277917100818507,0.0008050789683570954,95898.33622995997,103361.92400501156
2022EE,InnerBarrel,prompt,0.08,2.0,0.8075330789588809,0.0012262468864874887,83468.17273888085,103361.92400501156
2022EE,InnerBarrel,prompt,0.08,3.0,0.9143353416085419,0.00087050907843081,94507.4600944384,103361.92400501156
2022EE,InnerBarrel,prompt,0.08,4.0,0.9408037182583653,0.0007340344357419412,97243.28243025346,103361.92400501156
2022EE,InnerBarrel,prompt,0.08,5.0,0.9497091016838515,0.000679766415885138,98163.75999511406,103361.92400501156
2022EE,InnerBarrel,prompt,0.08,6.0,0.9544762590754419,0.0006483675106134477,98656.50255514355,103361.92400501156
2022EE,InnerBarrel,prompt,0.08,7.0,0.9575441143545392,0.0006271451320946948,98973.60197935998,103361.92400501156
2022EE,InnerBarrel,prompt,0.08,8.0,0.9597347050834876,0.0006114497188123442,99200.02565181162,103361.92400501156
2022EE,InnerBarrel,prompt,0.09,2.0,0.8125014539584328,0.0012140336743429736,83981.71353801293,103361.92400501156
2022EE,InnerBarrel,prompt,0.09,3.0,0.9199439544483731,0.0008441069176121955,95087.17710856255,103361.92400501156
2022EE,InnerBarrel,prompt,0.09,4.0,0.9465544686922203,0.0006995974407250635,97837.69105956936,103361.92400501156
2022EE,InnerBarrel,prompt,0.09,5.0,0.9555147971814176,0.0006412777969876852,98763.84785192972,103361.92400501156
2022EE,InnerBarrel,prompt,0.09,6.0,0.960307031735113,0.0006072696135881134,99259.18243568297,103361.92400501156
2022EE,InnerBarrel,prompt,0.09,7.0,0.9633873130255937,0.0005841655883481003,99577.5662363437,103361.92400501156
2022EE,InnerBarrel,prompt,0.09,8.0,0.9655917734476178,0.0005669537479937913,99805.42350695701,103361.92400501156
2022EE,InnerBarrel,prompt,0.1,2.0,0.8163477715293708,0.0012043574809765924,84379.27632247936,103361.92400501156
2022EE,InnerBarrel,prompt,0.1,3.0,0.9242996017597661,0.0008227637949543014,95537.3851949554,103361.92400501156
2022EE,InnerBarrel,prompt,0.1,4.0,0.9510106605862904,0.0006713719492378446,98298.29162747599,103361.92400501156
2022EE,InnerBarrel,prompt,0.1,5.0,0.9600084145145831,0.0006094548515401384,99228.31678522797,103361.92400501156
2022EE,InnerBarrel,prompt,0.1,6.0,0.9648174412739613,0.0005730677794734605,99725.38704366889,103361.92400501156
2022EE,InnerBarrel,prompt,0.1,7.0,0.9679078088499793,0.0005481966655620697,100044.81338220881,103361.92400501156
2022EE,InnerBarrel,prompt,0.1,8.0,0.9701202216138273,0.0005295673147173184,100273.49262217339,103361.92400501156
2022EE,InnerBarrel,prompt,0.11,2.0,0.8193901107309935,0.001196563717290021,84693.73835583497,103361.92400501156
2022EE,InnerBarrel,prompt,0.11,3.0,0.9277038999589826,0.0008055302125385886,95889.26000671322,103361.92400501156
2022EE,InnerBarrel,prompt,0.11,4.0,0.9545003018699717,0.0006482044382283429,98658.9876646446,103361.92400501156
2022EE,InnerBarrel,prompt,0.11,5.0,0.9635313731143734,0.0005830587852072439,99592.45656429231,103361.92400501156
2022EE,InnerBarrel,prompt,0.11,6.0,0.9683564352039636,0.000544477616446096,100091.184265316,103361.92400501156
2022EE,InnerBarrel,prompt,0.11,7.0,0.9714537646078046,0.0005179707035694312,100411.3301917743,103361.92400501156
2022EE,InnerBarrel,prompt,0.11,8.0,0.9736733209693182,0.0004979943116944793,100640.7478077379,103361.92400501156
2022EE,InnerBarrel,prompt,0.12,2.0,0.821789971332657,0.0011903267572341747,84941.79256496672,103361.92400501156
2022EE,InnerBarrel,prompt,0.12,3.0,0.9303787109198048,0.000791627039350086,96165.73361397348,103361.92400501156
2022EE,InnerBarrel,prompt,0.12,4.0,0.9572437966788706,0.0006292606212801454,98942.56056659017,103361.92400501156
2022EE,InnerBarrel,prompt,0.12,5.0,0.9662999828806922,0.0005612944581058015,99878.62539655808,103361.92400501156
2022EE,InnerBarrel,prompt,0.12,6.0,0.9711380418590231,0.0005207425761774865,100378.69648100808,103361.92400501156
2022EE,InnerBarrel,prompt,0.12,7.0,0.9742391000718851,0.0004927572248313309,100699.22782434104,103361.92400501156
2022EE,InnerBarrel,prompt,0.12,8.0,0.9764635741885495,0.00047153940093905603,100929.15374893881,103361.92400501156
