Era,Region,miniIso_cut,sip3d_cut,mva_cut,optimization_metric,n_bins_used,recommendation
2022,InnerBarrel,0.4,6.0,-0.8,4.233,4,BEST
2022,InnerBarrel,0.4,6.0,-0.7,3.913,4,BEST
2022,InnerBarrel,0.4,6.0,-0.6,3.781,4,BEST
2022,InnerBarrel,0.4,6.0,-0.5,3.683,4,BEST
2022,InnerBarrel,0.4,6.0,-0.4,3.661,4,BEST
2022,InnerBarrel,0.4,6.0,-0.3,3.660,4,BEST
2022,InnerBarrel,0.4,6.0,-0.2,3.600,4,BEST
2022,InnerBarrel,0.4,6.0,-0.1,3.580,4,BEST
2022,InnerBarrel,0.4,6.0,0.0,3.628,4,
2022,InnerBarrel,0.4,6.0,0.1,3.589,4,
2022,InnerBarrel,0.4,6.0,0.2,3.643,4,
2022,InnerBarrel,0.4,6.0,0.3,3.637,4,
2022,InnerBarrel,0.4,6.0,0.4,3.664,4,
2022,InnerBarrel,0.4,6.0,0.5,2.860,3,BEST
2022,InnerBarrel,0.4,6.0,0.6,2.840,3,BEST
2022,InnerBarrel,0.4,6.0,0.7,2.745,3,BEST
2022,InnerBarrel,0.4,6.0,0.8,2.803,3,
2022,InnerBarrel,0.4,7.0,-0.8,3.900,4,
2022,InnerBarrel,0.4,7.0,-0.7,3.712,4,
2022,InnerBarrel,0.4,7.0,-0.6,3.599,4,
2022,InnerBarrel,0.4,7.0,-0.5,3.533,4,
2022,InnerBarrel,0.4,7.0,-0.4,3.570,4,
2022,InnerBarrel,0.4,7.0,-0.3,3.608,4,
2022,InnerBarrel,0.4,7.0,-0.2,3.593,4,
2022,InnerBarrel,0.4,7.0,-0.1,3.629,4,
2022,InnerBarrel,0.4,7.0,0.0,3.646,4,
2022,InnerBarrel,0.4,7.0,0.1,3.638,4,
2022,InnerBarrel,0.4,7.0,0.2,3.696,4,
2022,InnerBarrel,0.4,7.0,0.3,3.728,4,
2022,InnerBarrel,0.4,7.0,0.4,3.759,4,
2022,InnerBarrel,0.4,7.0,0.5,2.794,3,
2022,InnerBarrel,0.4,7.0,0.6,2.772,3,
2022,InnerBarrel,0.4,7.0,0.7,2.682,3,BEST
2022,InnerBarrel,0.4,7.0,0.8,2.710,3,
2022,InnerBarrel,0.4,8.0,-0.8,3.721,4,
2022,InnerBarrel,0.4,8.0,-0.7,3.536,4,
2022,InnerBarrel,0.4,8.0,-0.6,3.457,4,
2022,InnerBarrel,0.4,8.0,-0.5,3.494,4,
2022,InnerBarrel,0.4,8.0,-0.4,3.605,4,
2022,InnerBarrel,0.4,8.0,-0.3,3.640,4,
2022,InnerBarrel,0.4,8.0,-0.2,3.618,4,
2022,InnerBarrel,0.4,8.0,-0.1,3.650,4,
2022,InnerBarrel,0.4,8.0,0.0,3.656,4,
2022,InnerBarrel,0.4,8.0,0.1,3.662,4,
2022,InnerBarrel,0.4,8.0,0.2,3.738,4,
