Era,Region,miniIso_cut,sip3d_cut,mva_cut,optimization_metric,n_bins_used,recommendation
2022,InnerBarrel,0.4,8.0,0.3,3.775,4,
2022,InnerBarrel,0.4,8.0,0.4,3.811,4,
2022,InnerBarrel,0.4,8.0,0.5,3.829,4,
2022,InnerBarrel,0.4,8.0,0.6,3.920,4,
2022,InnerBarrel,0.4,8.0,0.7,2.612,3,BEST
2022,InnerBarrel,0.4,8.0,0.8,2.652,3,
2022,InnerBarrel,0.4,9.0,-0.8,3.559,4,
2022,InnerBarrel,0.4,9.0,-0.7,3.479,4,
2022,InnerBarrel,0.4,9.0,-0.6,3.494,4,
2022,InnerBarrel,0.4,9.0,-0.5,3.536,4,
2022,InnerBarrel,0.4,9.0,-0.4,3.643,4,
2022,InnerBarrel,0.4,9.0,-0.3,3.679,4,
2022,InnerBarrel,0.4,9.0,-0.2,3.659,4,
2022,InnerBarrel,0.4,9.0,-0.1,3.690,4,
2022,InnerBarrel,0.4,9.0,0.0,3.686,4,
2022,InnerBarrel,0.4,9.0,0.1,3.683,4,
2022,InnerBarrel,0.4,9.0,0.2,3.759,4,
2022,InnerBarrel,0.4,9.0,0.3,3.793,4,
2022,InnerBarrel,0.4,9.0,0.4,3.830,4,
2022,InnerBarrel,0.4,9.0,0.5,3.847,4,
2022,InnerBarrel,0.4,9.0,0.6,3.941,4,
2022,InnerBarrel,0.4,9.0,0.7,3.988,4,
2022,InnerBarrel,0.4,9.0,0.8,2.622,3,
2022,InnerBarrel,0.4,10.0,-0.8,3.477,4,
2022,InnerBarrel,0.4,10.0,-0.7,3.543,4,
2022,InnerBarrel,0.4,10.0,-0.6,3.558,4,
2022,InnerBarrel,0.4,10.0,-0.5,3.601,4,
2022,InnerBarrel,0.4,10.0,-0.4,3.705,4,
2022,InnerBarrel,0.4,10.0,-0.3,3.738,4,
2022,InnerBarrel,0.4,10.0,-0.2,3.731,4,
2022,InnerBarrel,0.4,10.0,-0.1,3.762,4,
2022,InnerBarrel,0.4,10.0,0.0,3.757,4,
2022,InnerBarrel,0.4,10.0,0.1,3.751,4,
2022,InnerBarrel,0.4,10.0,0.2,3.820,4,
2022,InnerBarrel,0.4,10.0,0.3,3.847,4,
2022,InnerBarrel,0.4,10.0,0.4,3.898,4,
2022,InnerBarrel,0.4,10.0,0.5,3.918,4,
2022,InnerBarrel,0.4,10.0,0.6,4.011,4,
2022,InnerBarrel,0.4,10.0,0.7,4.081,4,
2022,InnerBarrel,0.4,10.0,0.8,4.374,4,
2022,OuterBarrel,0.4,6.0,-0.8,1.528,1,
2022,OuterBarrel,0.4,6.0,-0.7,1.636,1,
2022,OuterBarrel,0.4,6.0,-0.6,1.657,1,
2022,OuterBarrel,0.4,6.0,-0.5,1.724,1,
2022,OuterBarrel,0.4,6.0,-0.4,1.791,1,
2022,OuterBarrel,0.4,6.0,-0.3,1.803,1,
2022,OuterBarrel,0.4,6.0,-0.2,1.827,1,
2022,OuterBarrel,0.4,6.0,-0.1,1.858,1,
2022,OuterBarrel,0.4,6.0,0.0,1.839,1,
2022,OuterBarrel,0.4,6.0,0.1,1.878,1,
2022,OuterBarrel,0.4,6.0,0.2,1.890,1,
2022,OuterBarrel,0.4,6.0,0.3,0.000,0,
2022,OuterBarrel,0.4,6.0,0.4,0.000,0,
2022,OuterBarrel,0.4,6.0,0.5,0.000,0,
2022,OuterBarrel,0.4,6.0,0.6,0.000,0,
2022,OuterBarrel,0.4,6.0,0.7,0.000,0,
2022,OuterBarrel,0.4,6.0,0.8,0.000,0,
2022,OuterBarrel,0.4,7.0,-0.8,3.973,3,BEST
2022,OuterBarrel,0.4,7.0,-0.7,4.002,3,
2022,OuterBarrel,0.4,7.0,-0.6,2.602,2,
2022,OuterBarrel,0.4,7.0,-0.5,2.698,2,
2022,OuterBarrel,0.4,7.0,-0.4,1.920,1,
2022,OuterBarrel,0.4,7.0,-0.3,1.932,1,
2022,OuterBarrel,0.4,7.0,-0.2,1.955,1,
2022,OuterBarrel,0.4,7.0,-0.1,1.986,1,
2022,OuterBarrel,0.4,7.0,0.0,1.970,1,
2022,OuterBarrel,0.4,7.0,0.1,2.008,1,
2022,OuterBarrel,0.4,7.0,0.2,2.021,1,
2022,OuterBarrel,0.4,7.0,0.3,2.061,1,
2022,OuterBarrel,0.4,7.0,0.4,2.060,1,
2022,OuterBarrel,0.4,7.0,0.5,2.162,1,
2022,OuterBarrel,0.4,7.0,0.6,2.241,1,
2022,OuterBarrel,0.4,7.0,0.7,2.339,1,
2022,OuterBarrel,0.4,7.0,0.8,2.360,1,
2022,OuterBarrel,0.4,8.0,-0.8,3.957,3,BEST
2022,OuterBarrel,0.4,8.0,-0.7,3.980,3,
2022,OuterBarrel,0.4,8.0,-0.6,4.000,3,
2022,OuterBarrel,0.4,8.0,-0.5,4.004,3,
2022,OuterBarrel,0.4,8.0,-0.4,4.021,3,
2022,OuterBarrel,0.4,8.0,-0.3,4.002,3,
2022,OuterBarrel,0.4,8.0,-0.2,3.989,3,
2022,OuterBarrel,0.4,8.0,-0.1,2.798,2,
2022,OuterBarrel,0.4,8.0,0.0,2.749,2,
2022,OuterBarrel,0.4,8.0,0.1,2.722,2,
2022,OuterBarrel,0.4,8.0,0.2,2.705,2,
2022,OuterBarrel,0.4,8.0,0.3,2.075,1,
2022,OuterBarrel,0.4,8.0,0.4,2.080,1,
2022,OuterBarrel,0.4,8.0,0.5,2.177,1,
2022,OuterBarrel,0.4,8.0,0.6,2.252,1,
2022,OuterBarrel,0.4,8.0,0.7,2.344,1,
2022,OuterBarrel,0.4,8.0,0.8,2.375,1,
2022,OuterBarrel,0.4,9.0,-0.8,3.943,3,BEST
2022,OuterBarrel,0.4,9.0,-0.7,3.966,3,
2022,OuterBarrel,0.4,9.0,-0.6,3.985,3,
2022,OuterBarrel,0.4,9.0,-0.5,3.991,3,
2022,OuterBarrel,0.4,9.0,-0.4,4.005,3,
2022,OuterBarrel,0.4,9.0,-0.3,3.985,3,
2022,OuterBarrel,0.4,9.0,-0.2,3.972,3,
2022,OuterBarrel,0.4,9.0,-0.1,3.933,3,BEST
2022,OuterBarrel,0.4,9.0,0.0,3.944,3,
2022,OuterBarrel,0.4,9.0,0.1,3.981,3,
2022,OuterBarrel,0.4,9.0,0.2,2.565,2,
2022,OuterBarrel,0.4,9.0,0.3,2.562,2,
2022,OuterBarrel,0.4,9.0,0.4,2.074,1,
2022,OuterBarrel,0.4,9.0,0.5,2.168,1,
2022,OuterBarrel,0.4,9.0,0.6,2.240,1,
2022,OuterBarrel,0.4,9.0,0.7,2.328,1,
2022,OuterBarrel,0.4,9.0,0.8,2.357,1,
2022,OuterBarrel,0.4,10.0,-0.8,3.911,3,BEST
2022,OuterBarrel,0.4,10.0,-0.7,3.938,3,
2022,OuterBarrel,0.4,10.0,-0.6,3.959,3,
2022,OuterBarrel,0.4,10.0,-0.5,3.966,3,
2022,OuterBarrel,0.4,10.0,-0.4,3.977,3,
2022,OuterBarrel,0.4,10.0,-0.3,3.959,3,
2022,OuterBarrel,0.4,10.0,-0.2,3.947,3,
2022,OuterBarrel,0.4,10.0,-0.1,3.910,3,BEST
2022,OuterBarrel,0.4,10.0,0.0,3.921,3,
2022,OuterBarrel,0.4,10.0,0.1,3.944,3,
2022,OuterBarrel,0.4,10.0,0.2,2.464,2,
2022,OuterBarrel,0.4,10.0,0.3,2.462,2,
2022,OuterBarrel,0.4,10.0,0.4,2.470,2,
2022,OuterBarrel,0.4,10.0,0.5,2.211,1,
2022,OuterBarrel,0.4,10.0,0.6,2.285,1,
2022,OuterBarrel,0.4,10.0,0.7,2.371,1,
2022,OuterBarrel,0.4,10.0,0.8,2.401,1,
2022,Endcap,0.4,6.0,-0.8,2.659,2,
2022,Endcap,0.4,6.0,-0.7,2.238,2,
2022,Endcap,0.4,6.0,-0.6,1.892,2,
2022,Endcap,0.4,6.0,-0.5,1.607,2,
2022,Endcap,0.4,6.0,-0.4,1.400,2,
2022,Endcap,0.4,6.0,-0.3,1.172,2,
2022,Endcap,0.4,6.0,-0.2,0.951,2,
2022,Endcap,0.4,6.0,-0.1,0.861,2,
2022,Endcap,0.4,6.0,0.0,0.675,1,
2022,Endcap,0.4,6.0,0.1,0.505,1,
2022,Endcap,0.4,6.0,0.2,0.469,1,
2022,Endcap,0.4,6.0,0.3,0.367,1,
2022,Endcap,0.4,6.0,0.4,0.198,1,
2022,Endcap,0.4,6.0,0.5,0.000,0,
2022,Endcap,0.4,6.0,0.6,0.000,0,
2022,Endcap,0.4,6.0,0.7,0.000,0,
2022,Endcap,0.4,6.0,0.8,0.000,0,
2022,Endcap,0.4,7.0,-0.8,2.246,2,
2022,Endcap,0.4,7.0,-0.7,1.831,2,
2022,Endcap,0.4,7.0,-0.6,1.494,2,
2022,Endcap,0.4,7.0,-0.5,1.177,2,
2022,Endcap,0.4,7.0,-0.4,0.961,2,
2022,Endcap,0.4,7.0,-0.3,0.783,2,
2022,Endcap,0.4,7.0,-0.2,0.762,2,
2022,Endcap,0.4,7.0,-0.1,0.757,2,
2022,Endcap,0.4,7.0,0.0,0.681,2,
2022,Endcap,0.4,7.0,0.1,0.587,2,
2022,Endcap,0.4,7.0,0.2,0.682,2,
2022,Endcap,0.4,7.0,0.3,0.105,1,
2022,Endcap,0.4,7.0,0.4,0.065,1,
2022,Endcap,0.4,7.0,0.5,0.200,1,
2022,Endcap,0.4,7.0,0.6,0.289,1,
2022,Endcap,0.4,7.0,0.7,0.447,1,
2022,Endcap,0.4,7.0,0.8,0.877,1,
2022,Endcap,0.4,8.0,-0.8,2.605,3,BEST
2022,Endcap,0.4,8.0,-0.7,2.295,3,BEST
2022,Endcap,0.4,8.0,-0.6,2.196,3,BEST
2022,Endcap,0.4,8.0,-0.5,0.981,2,
2022,Endcap,0.4,8.0,-0.4,0.943,2,
2022,Endcap,0.4,8.0,-0.3,0.832,2,
2022,Endcap,0.4,8.0,-0.2,0.796,2,
2022,Endcap,0.4,8.0,-0.1,0.771,2,
2022,Endcap,0.4,8.0,0.0,0.718,2,
2022,Endcap,0.4,8.0,0.1,0.665,2,
2022,Endcap,0.4,8.0,0.2,0.782,2,
2022,Endcap,0.4,8.0,0.3,0.818,2,
2022,Endcap,0.4,8.0,0.4,0.154,1,
2022,Endcap,0.4,8.0,0.5,0.281,1,
2022,Endcap,0.4,8.0,0.6,0.372,1,
2022,Endcap,0.4,8.0,0.7,0.530,1,
2022,Endcap,0.4,8.0,0.8,0.947,1,
2022,Endcap,0.4,9.0,-0.8,2.286,3,
2022,Endcap,0.4,9.0,-0.7,2.016,3,BEST
2022,Endcap,0.4,9.0,-0.6,2.004,3,BEST
2022,Endcap,0.4,9.0,-0.5,0.960,2,
2022,Endcap,0.4,9.0,-0.4,0.993,2,
2022,Endcap,0.4,9.0,-0.3,0.891,2,
2022,Endcap,0.4,9.0,-0.2,0.851,2,
2022,Endcap,0.4,9.0,-0.1,0.847,2,
2022,Endcap,0.4,9.0,0.0,0.816,2,
2022,Endcap,0.4,9.0,0.1,0.768,2,
2022,Endcap,0.4,9.0,0.2,0.949,2,
2022,Endcap,0.4,9.0,0.3,1.135,2,
2022,Endcap,0.4,9.0,0.4,1.321,2,
2022,Endcap,0.4,9.0,0.5,0.443,1,
2022,Endcap,0.4,9.0,0.6,0.531,1,
2022,Endcap,0.4,9.0,0.7,0.687,1,
2022,Endcap,0.4,9.0,0.8,1.094,1,
2022,Endcap,0.4,10.0,-0.8,3.220,4,
2022,Endcap,0.4,10.0,-0.7,1.880,3,BEST
2022,Endcap,0.4,10.0,-0.6,2.042,3,
2022,Endcap,0.4,10.0,-0.5,1.977,3,
2022,Endcap,0.4,10.0,-0.4,2.174,3,
2022,Endcap,0.4,10.0,-0.3,0.872,2,
2022,Endcap,0.4,10.0,-0.2,0.843,2,
2022,Endcap,0.4,10.0,-0.1,0.828,2,
2022,Endcap,0.4,10.0,0.0,0.784,2,
2022,Endcap,0.4,10.0,0.1,0.939,2,
2022,Endcap,0.4,10.0,0.2,1.117,2,
2022,Endcap,0.4,10.0,0.3,1.299,2,
2022,Endcap,0.4,10.0,0.4,1.566,2,
2022,Endcap,0.4,10.0,0.5,1.759,2,
2022,Endcap,0.4,10.0,0.6,1.963,2,
2022,Endcap,0.4,10.0,0.7,0.803,1,
2022,Endcap,0.4,10.0,0.8,1.200,1,
