model,chromosome,fitness
model0,"(96, 'Adadelta', 0.0046, 0.00011, 'CyclicLR')",0.9671904034626758
model1,"(96, 'RMSprop', 0.0054, 2e-05, 'ExponentialLR')",0.7908859057804508
model2,"(256, 'Adadelta', 0.0002, 0.0003, 'CyclicLR')",1.184477432914402
model3,"(128, 'Adadelta', 0.0016, 0.00015, 'ReduceLROnPlateau')",0.9690017114819773
model4,"(256, 'Adadelta', 0.0002, 1e-05, 'CyclicLR')",1.1546050166839834
model5,"(256, 'Adadelta', 0.0002, 4e-05, 'ExponentialLR')",1.3598862279711477
model6,"(128, 'Adadelta', 0.0009, 0.00062, 'ReduceLROnPlateau')",1.060825982057225
model7,"(128, 'Adadelta', 0.0012, 9e-05, 'ExponentialLR')",0.9993687310182225
model8,"(128, 'RMSprop', 0.0029, 0.00081, 'ExponentialLR')",0.8442164272298593
model9,"(256, 'Adam', 0.0004, 3e-05, 'ReduceLROnPlateau')",0.6726793840413203
model10,"(128, 'Adadelta', 0.0002, 0.00081, 'CyclicLR')",0.9954761397808104
model11,"(256, 'Adadelta', 0.001, 0.00028, 'ExponentialLR')",1.019278133616728
model12,"(96, 'Adadelta', 0.001, 6e-05, 'ExponentialLR')",1.0493627679927269
model13,"(128, 'Adadelta', 0.0004, 1e-05, 'ExponentialLR')",1.1968753746403453
model14,"(256, 'Adadelta', 0.0023, 9e-05, 'ExponentialLR')",1.0884324485993446
model15,"(256, 'RMSprop', 0.0002, 0.00014, 'CyclicLR')",0.7331240134470908
