model,chromosome,fitness
model0,"(128, 'RMSprop', 0.0004, 0.00027, 'ExponentialLR')",0.696440253459232
model1,"(128, 'Adadelta', 0.0015, 2e-05, 'CyclicLR')",0.9800646070023658
model2,"(128, 'RMSprop', 0.0007, 0.00019, 'ReduceLROnPlateau')",0.6967109357806999
model3,"(128, 'Adadelta', 0.0054, 0.00051, 'ReduceLROnPlateau')",0.8035627108344099
model4,"(256, 'RMSprop', 0.0033, 3e-05, 'ReduceLROnPlateau')",0.7182961047535211
model5,"(128, 'RMSprop', 0.0012, 1e-05, 'ExponentialLR')",0.6866580264669069
model6,"(96, 'Adadelta', 0.0002, 0.00032, 'ReduceLROnPlateau')",1.0115287673305458
model7,"(256, 'RMSprop', 0.0017, 1e-05, 'ReduceLROnPlateau')",0.6905979640047315
model8,"(96, 'RMSprop', 0.0006, 3e-05, 'ExponentialLR')",0.6852861861108055
model9,"(192, 'Adam', 0.0018, 0.00016, 'ReduceLROnPlateau')",0.663590820742325
model10,"(96, 'RMSprop', 0.0032, 0.00049, 'ReduceLROnPlateau')",0.7116314525335607
model11,"(192, 'Adadelta', 0.0001, 0.00031, 'ReduceLROnPlateau')",1.1061469064631932
model12,"(256, 'Adam', 0.0001, 2e-05, 'ExponentialLR')",0.6207351684570312
model13,"(128, 'Adadelta', 0.0017, 4e-05, 'CyclicLR')",0.7888339228760508
model14,"(128, 'RMSprop', 0.0005, 3e-05, 'CyclicLR')",0.6734106574260014
model15,"(256, 'RMSprop', 0.0004, 1e-05, 'CyclicLR')",0.6362971453599526
