model,chromosome,fitness
model0,"(256, 'Adam', 0.0001, 3e-05, 'ReduceLROnPlateau')",0.6123140361947073
model1,"(192, 'Adam', 0.0044, 7e-05, 'ExponentialLR')",0.6908113721390845
model2,"(96, 'Adam', 0.0004, 0.00022, 'ExponentialLR')",0.6423103439975792
model3,"(128, 'Adam', 0.0006, 4e-05, 'CyclicLR')",0.6465393926056338
model4,"(128, 'Adam', 0.0006, 0.00013, 'ReduceLROnPlateau')",0.6468404850489656
model5,"(192, 'Adam', 0.0017, 7e-05, 'ExponentialLR')",0.6408484015666264
model6,"(192, 'Adam', 0.0074, 0.00039, 'ReduceLROnPlateau')",0.6883910273162412
model7,"(96, 'Adam', 0.0004, 0.00014, 'CyclicLR')",0.6514984990509463
model8,"(192, 'Adadelta', 0.0006, 0.00071, 'ExponentialLR')",1.021023817465339
model9,"(128, 'Adadelta', 0.0032, 0.00071, 'CyclicLR')",1.1151889210015955
model10,"(128, 'Adadelta', 0.0044, 0.00027, 'ExponentialLR')",1.26611113212478
model11,"(256, 'RMSprop', 0.0076, 0.00014, 'ReduceLROnPlateau')",0.8063071344939756
model12,"(192, 'Adam', 0.0001, 0.00022, 'ExponentialLR')",0.6352293524943607
model13,"(96, 'Adam', 0.0053, 0.00013, 'CyclicLR')",0.6932711534097161
model14,"(256, 'Adam', 0.0032, 0.00041, 'CyclicLR')",0.7043325934611576
model15,"(256, 'Adam', 0.0048, 3e-05, 'CyclicLR')",0.6628914953957141
