model,chromosome,fitness
model0,"(256, 'Adam', 0.0001, 0.00013, 'ReduceLROnPlateau')",0.5889175844864106
model1,"(192, 'RMSprop', 0.0001, 0.00015, 'ExponentialLR')",0.6141793157013369
model2,"(128, 'Adam', 0.0002, 5e-05, 'ReduceLROnPlateau')",0.6098684391505281
model3,"(256, 'RMSprop', 0.0001, 0.00013, 'ReduceLROnPlateau')",0.6309124583929357
model4,"(128, 'Adam', 0.0003, 0.0001, 'ReduceLROnPlateau')",0.6166502186949824
model5,"(256, 'Adadelta', 0.0001, 0.00013, 'ReduceLROnPlateau')",1.158694952306613
model6,"(192, 'Adam', 0.0001, 0.00015, 'ReduceLROnPlateau')",0.5990166462643046
model7,"(256, 'Adam', 0.0001, 0.00015, 'ReduceLROnPlateau')",0.5842833720462423
model8,"(128, 'Adam', 0.0001, 0.00013, 'ReduceLROnPlateau')",0.6101412705972161
model9,"(256, 'RMSprop', 0.0001, 0.00015, 'ReduceLROnPlateau')",0.6229059998418244
model10,"(128, 'RMSprop', 0.0016, 5e-05, 'ExponentialLR')",0.6746761160837093
model11,"(192, 'Adadelta', 0.0002, 5e-05, 'CyclicLR')",1.2421437653017715
model12,"(192, 'RMSprop', 0.0001, 0.00011, 'ExponentialLR')",0.61007529245296
model13,"(256, 'RMSprop', 0.0001, 0.00013, 'ExponentialLR')",0.6242516745983715
model14,"(192, 'Adam', 0.0001, 5e-05, 'ReduceLROnPlateau')",0.6009120672521456
model15,"(128, 'RMSprop', 0.0032, 0.0001, 'ReduceLROnPlateau')",0.6857553401463469
