train_loss,valid_loss,train_acc,valid_acc,epoch,timestamp,train_loss_smooth,valid_loss_smooth
0.46009878203228866,0.387738739947478,0.7563633322715759,0.8027087450027466,0,1759279934.3190742,,
0.40312624865576935,0.37582814395427705,0.7894368767738342,0.8119039535522461,1,1759279965.1664996,,
0.3914087397159025,0.3689686951537927,0.7976251840591431,0.8150961995124817,2,1759280004.514827,0.403792576768757,0.37159512435396513
0.38440129758685737,0.3645318475862344,0.8034093379974365,0.8172501921653748,3,1759280035.6457126,0.3870203851598554,0.365363157838583
0.379927815852967,0.3609081951280435,0.8059148788452148,0.8219783902168274,4,1759280075.7013965,0.3810496249733421,0.36098117038607597
0.3762378239877808,0.3565789073705673,0.8093345761299133,0.8242630958557129,5,1759280106.4765487,0.3767271293475565,0.3571053581436475
0.373272447723203,0.35391820669174195,0.8114118576049805,0.825753390789032,6,1759280137.1937575,0.3732666406132127,0.35374143426616983
0.36979626158697415,0.3495896339416504,0.8138744831085205,0.8291524648666382,7,1759280176.768189,0.3703842856715211,0.3523127378026644
0.3670988539151386,0.3477122281988462,0.815454363822937,0.8295623064041138,8,1759280207.8917532,0.36789710433785544,0.35062244991461433
0.36551604114450886,0.35376471281051636,0.8187166452407837,0.8278981447219849,9,1759280249.1000059,0.36565640452688775,0.34882096931338313
0.3638019173194525,0.3481274679303169,0.8197240829467773,0.8301610350608826,10,1759280279.2568944,0.36382693681745054,0.34824411238233244
0.3620689486683646,0.34491080368558563,0.8204475045204163,0.8311144113540649,11,1759280308.483344,0.36241881859689334,0.34747075602412225
0.360648923039788,0.3467053492863973,0.8209396004676819,0.8308150172233582,12,1759280348.597176,0.3609978135532334,0.3457174570361773
0.3600582628123528,0.34384544640779496,0.8212970495223999,0.8327544927597046,13,1759280377.7996519,0.3597016738227687,0.3443034725884596
0.35841101592620916,0.34499821787079177,0.8227016925811768,0.8310263752937317,14,1759280407.5347145,0.3586625568986291,0.3438747517267863
0.3573212186671288,0.3410575456917286,0.8232780694961548,0.8349108099937439,15,1759280447.852966,0.3576906277190971,0.3426264187693596
0.35687336404766656,0.3427671993772189,0.823660671710968,0.8339911699295044,16,1759280477.6987073,0.35672073571731205,0.3419611757496993
0.35578927714212805,0.3404636844992638,0.8244550228118896,0.8346642851829529,17,1759280518.9485996,0.35593718179559286,0.3408122438689073
0.35520880280342776,0.3405192313094934,0.8241428732872009,0.8349456191062927,18,1759280549.212254,0.3551579460457715,0.34040433496236805
0.3544932463176131,0.33925355846683186,0.8249693512916565,0.8371210694313049,19,1759280579.0472853,0.35434374491022047,0.3393634695311388
0.3534250399180218,0.3390180011590322,0.8263697624206543,0.835854709148407,20,1759280619.6083117,0.353682222338201,0.33889702036976815
0.35280235836991164,0.3375628722210725,0.8275654315948486,0.836151659488678,21,1759280650.3072758,0.3532650736756733,0.33834346607327465
0.35248166428203076,0.3381314386924108,0.82599937915802,0.8380732536315918,22,1759280691.9377093,0.3526857952980165,0.33797992661595344
0.353123059490789,0.33775145982702576,0.8270338177680969,0.8387947082519531,23,1759280723.2048285,0.35235890229191397,0.3373830675582091
0.35159685442932936,0.337435861180226,0.8273302912712097,0.8369438648223877,24,1759280754.50787,0.351908194614371,0.3369549454251925
0.3517905748875092,0.33603370587031045,0.8271995186805725,0.8380212783813477,25,1759280796.049248,0.35136276856284576,0.3366434370477994
0.3505488199821967,0.3354222615559896,0.828883171081543,0.8393257260322571,26,1759280827.9836338,0.3506575868017202,0.3361235538125038
0.34975453402440454,0.33657389680544536,0.8292921781539917,0.8374531269073486,27,1759280858.5210195,0.3502165996219556,0.3358509079615275
0.3495971506851613,0.3351520436505477,0.8286610245704651,0.8384773135185242,28,1759280900.4324188,0.34979409728430017,0.3358703644573689
0.3493919185305064,0.3360726319253445,0.829646646976471,0.8376526236534119,29,1759280931.3761597,0.3495105889518704,0.3356879889468352
0.3496780631992318,0.3361309883495172,0.828838586807251,0.839072585105896,30,1759280974.0732608,0.34901204406335995,0.33501248116294546
0.34913127832004803,0.33451038400332134,0.8296208381652832,0.8393961191177368,31,1759281005.609713,0.34877646025654846,0.33473341936866446
0.34726180958185227,0.3331963578859965,0.8302545547485352,0.8388450145721436,32,1759281036.4015648,0.34853452043195743,0.33436873321731886
0.3484192316511036,0.33375673467914263,0.8301904201507568,0.8402310609817505,33,1759281078.1081333,0.34813923450697837,0.3338115564485391
0.3481822194075514,0.3342492011686166,0.8306933045387268,0.8395416736602783,34,1759281107.2799947,0.3477156192855498,0.33363673597574234
0.3477016335743367,0.33334510450561844,0.8301488757133484,0.8410144448280334,35,1759281136.0670853,0.3473227979862584,0.3340369501213233
0.34701320221290477,0.33363628163933756,0.8302735686302185,0.8406760096549988,36,1759281175.2453344,0.3469493891285584,0.3341476346552372
0.3452977030853958,0.3351974286139011,0.8315752744674683,0.8383035063743591,37,1759281204.9942079,0.3465296674618679,0.3340770422418912
0.3465521873626034,0.3343101573487123,0.8304611444473267,0.8403047323226929,38,1759281245.0503535,,
0.3460836110740988,0.33389623910188676,0.8313756585121155,0.8393068909645081,39,1759281275.347764,,
