model,chromosome,fitness
model0,"(256, 'Adam', 0.0004, 3e-05, 'ReduceLROnPlateau')",0.6895012818943814
model1,"(256, 'RMSprop', 0.0002, 0.00014, 'CyclicLR')",0.7271925201806266
model2,"(96, 'RMSprop', 0.0054, 2e-05, 'ExponentialLR')",0.8308796992387308
model3,"(128, 'RMSprop', 0.0029, 0.00081, 'ExponentialLR')",0.8394161917059623
model4,"(96, 'Adadelta', 0.0046, 0.00011, 'CyclicLR')",1.0228166897278612
model5,"(128, 'Adadelta', 0.0016, 1e-05, 'ReduceLROnPlateau')",1.010752412059423
model6,"(128, 'Adam', 0.0002, 4e-05, 'CyclicLR')",0.7041060113541001
model7,"(256, 'RMSprop', 0.0004, 2e-05, 'ExponentialLR')",0.7331536724744245
model8,"(256, 'Adadelta', 0.001, 9e-05, 'ExponentialLR')",1.1516082061221227
model9,"(96, 'Adadelta', 0.0008, 0.00011, 'ExponentialLR')",1.0943815811820652
model10,"(128, 'Adadelta', 0.0046, 0.00015, 'CyclicLR')",1.0429892670996592
model11,"(128, 'RMSprop', 0.0054, 2e-05, 'ExponentialLR')",0.7910492645810022
model12,"(128, 'Adam', 0.0002, 5e-05, 'ExponentialLR')",0.7307458277553549
model13,"(96, 'RMSprop', 0.001, 1e-05, 'CyclicLR')",0.7697078773127798
model14,"(256, 'Adam', 0.0004, 3e-05, 'ReduceLROnPlateau')",0.6699432607197091
model15,"(128, 'Adadelta', 0.0002, 0.00081, 'ExponentialLR')",1.1368603328304827
