model,chromosome,fitness
model0,"(256, 'Adam', 0.0021, 1e-05, 'ExponentialLR')",0.648743807507293
model1,"(256, 'Adam', 0.0002, 4e-05, 'CyclicLR')",0.6494690487756754
model2,"(256, 'Adam', 0.0029, 3e-05, 'ReduceLROnPlateau')",0.7019680637837676
model3,"(96, 'Adam', 0.0016, 6e-05, 'ExponentialLR')",0.7013290678448689
model4,"(96, 'Adam', 0.0005, 6e-05, 'ExponentialLR')",0.691198246558304
model5,"(96, 'Adadelta', 0.0005, 0.00015, 'ReduceLROnPlateau')",0.952221882617687
model6,"(256, 'Adam', 0.0016, 0.00022, 'ExponentialLR')",0.6708449732007273
model7,"(96, 'Adam', 0.0059, 6e-05, 'ExponentialLR')",0.7548044502277813
model8,"(96, 'Adam', 0.0001, 6e-05, 'ExponentialLR')",0.7758657938379157
model9,"(256, 'Adadelta', 0.0002, 2e-05, 'CyclicLR')",1.1309368006713556
model10,"(96, 'Adam', 0.0007, 2e-05, 'ExponentialLR')",0.6956287588914642
model11,"(256, 'Adam', 0.0021, 0.0003, 'ExponentialLR')",0.6894844230788443
model12,"(96, 'Adadelta', 0.0035, 0.00066, 'ExponentialLR')",0.9857750621902973
model13,"(96, 'Adam', 0.0046, 3e-05, 'ExponentialLR')",0.7682209453924232
model14,"(192, 'Adam', 0.0059, 0.0003, 'CyclicLR')",0.7936124289432145
model15,"(96, 'Adam', 0.0016, 6e-05, 'CyclicLR')",0.7600974158557785
