model,chromosome,fitness
model0,"(256, 'Adam', 0.0002, 1e-05, 'ReduceLROnPlateau')",0.6619144059203165
model1,"(192, 'Adam', 0.0003, 2e-05, 'ReduceLROnPlateau')",0.663018111987492
model2,"(192, 'Adam', 0.0002, 0.0005, 'ReduceLROnPlateau')",0.6699438070702126
model3,"(192, 'Adam', 0.0002, 9e-05, 'ReduceLROnPlateau')",0.666146749120844
model4,"(192, 'Adam', 0.0003, 0.00049, 'ExponentialLR')",0.6731025715313299
model5,"(128, 'Adam', 0.0005, 1e-05, 'CyclicLR')",0.6845332387158328
model6,"(128, 'Adadelta', 0.0023, 1e-05, 'ReduceLROnPlateau')",0.9491890909726662
model7,"(192, 'RMSprop', 0.0001, 4e-05, 'CyclicLR')",0.6908055766464194
model8,"(256, 'RMSprop', 0.0002, 1e-05, 'ExponentialLR')",0.6755948664282289
model9,"(128, 'RMSprop', 0.0002, 9e-05, 'ExponentialLR')",0.6975619811231218
model10,"(192, 'Adam', 0.0001, 1e-05, 'ReduceLROnPlateau')",0.688993097876039
model11,"(256, 'RMSprop', 0.0002, 7e-05, 'ExponentialLR')",0.679321211012428
model12,"(192, 'Adam', 0.0003, 0.00049, 'ReduceLROnPlateau')",0.6832175486532929
model13,"(192, 'Adam', 0.0003, 0.00088, 'CyclicLR')",0.7000875253506633
model14,"(192, 'Adadelta', 0.0015, 6e-05, 'ReduceLROnPlateau')",1.2210182911904572
model15,"(192, 'Adam', 0.0004, 0.0005, 'ReduceLROnPlateau')",0.6989491650515505
