model,chromosome,fitness
model0,"(128, 'Adam', 0.0006, 0.00019, 'ExponentialLR')",0.6053852564852003
model1,"(128, 'Adam', 0.0006, 0.00051, 'ExponentialLR')",0.6221068476287412
model2,"(96, 'Adam', 0.001, 0.00051, 'ExponentialLR')",0.656937558886031
model3,"(128, 'RMSprop', 0.0001, 0.0002, 'CyclicLR')",0.6358736065072073
model4,"(128, 'Adam', 0.0006, 0.00019, 'CyclicLR')",0.6397866262516505
model5,"(96, 'RMSprop', 0.001, 8e-05, 'CyclicLR')",0.6828050210442341
model6,"(96, 'RMSprop', 0.0006, 0.00024, 'CyclicLR')",0.6841662232304963
model7,"(128, 'RMSprop', 0.001, 3e-05, 'ReduceLROnPlateau')",0.6601948267977003
model8,"(256, 'Adam', 0.0006, 0.00051, 'ExponentialLR')",0.6312068885480854
model9,"(128, 'Adam', 0.0006, 0.00019, 'ExponentialLR')",0.620207665671765
model10,"(128, 'Adam', 0.0011, 0.00051, 'CyclicLR')",0.6702399455325704
model11,"(96, 'RMSprop', 0.0006, 0.00051, 'ExponentialLR')",0.6978723230496259
model12,"(96, 'RMSprop', 0.001, 0.00019, 'CyclicLR')",0.6924636733364051
model13,"(128, 'Adam', 0.0038, 0.00022, 'CyclicLR')",0.6849316879057549
model14,"(128, 'Adadelta', 0.0006, 0.00019, 'ReduceLROnPlateau')",0.9828470794247909
model15,"(96, 'Adam', 0.0042, 0.00051, 'ExponentialLR')",0.70187431657818
